Delivery_ID,Payment_ID,Order_ID,Delivery_Method,Delivery_Status,Delivery_Days,Payment_Method,Payment_Status,Customer_Rating,Review_Score,Return_Flag,Return_Reason
D02078,PAY02078,O02078,Standard,In Transit,9,Credit Card,Paid,4,4,No,Wrong Item
D02079,PAY02079,O02079,Standard,In Transit,6,Debit Card,Pending,2,3,Yes,Late Delivery
D02080,PAY02080,O02080,Express,In Transit,3,Cash On Delivery,Paid,5,6,Yes,Wrong Item
D02081,PAY02081,O02081,Standard,Returned,4,STC Pay,Pending,1,3,No,Late Delivery
D02082,PAY02082,O02082,Express,Returned,2,STC Pay,Refunded,1,8,No,Damaged
D02083,PAY02083,O02083,Same Day,Delivered,1,STC Pay,Pending,3,8,Yes,Wrong Item
D02084,PAY02084,O02084,Standard,Delivered,7,Apple Pay,Paid,4,9,Yes,Damaged
D02085,PAY02085,O02085,Express,In Transit,10,Apple Pay,Pending,5,4,No,Wrong Item
D02086,PAY02086,O02086,Express,In Transit,8,Credit Card,Pending,1,2,No,Wrong Item
D02087,PAY02087,O02087,Express,Returned,1,Mada,Paid,1,10,Yes,N/A
D02088,PAY02088,O02088,Express,Delivered,10,Mada,Paid,1,1,Yes,N/A
D02089,PAY02089,O02089,Express,Delivered,2,Debit Card,Paid,4,7,No,N/A
D02090,PAY02090,O02090,Standard,In Transit,7,Credit Card,Pending,5,3,No,Wrong Item
D02091,PAY02091,O02091,Standard,In Transit,3,Mada,Refunded,3,8,Yes,Damaged
D02092,PAY02092,O02092,Standard,In Transit,8,Mada,Refunded,3,8,No,Damaged
D02093,PAY02093,O02093,Standard,In Transit,5,Debit Card,Refunded,1,4,No,Wrong Item
D02094,PAY02094,O02094,Same Day,Returned,4,Cash On Delivery,Paid,1,4,Yes,Late Delivery
D02095,PAY02095,O02095,Express,Returned,5,Credit Card,Pending,4,2,Yes,N/A
D02096,PAY02096,O02096,Express,Returned,3,Credit Card,Paid,2,5,No,Wrong Item
D02097,PAY02097,O02097,Standard,Returned,7,Cash On Delivery,Paid,1,4,No,N/A
D02098,PAY02098,O02098,Standard,Returned,2,Apple Pay,Paid,4,2,No,Wrong Item
D02099,PAY02099,O02099,Express,Delivered,2,Apple Pay,Refunded,2,2,Yes,Damaged
D02100,PAY02100,O02100,Standard,In Transit,4,Debit Card,Pending,2,7,No,Damaged
D02101,PAY02101,O02101,Express,Returned,7,Cash On Delivery,Refunded,2,2,No,Wrong Item
D02102,PAY02102,O02102,Same Day,Returned,9,Cash On Delivery,Refunded,2,4,Yes,N/A
D02103,PAY02103,O02103,Standard,Returned,5,Mada,Refunded,5,5,Yes,Wrong Item
D02104,PAY02104,O02104,Standard,Delivered,10,Debit Card,Pending,4,8,No,N/A
D02105,PAY02105,O02105,Same Day,Delivered,2,Debit Card,Refunded,1,7,Yes,N/A
D02106,PAY02106,O02106,Standard,Delivered,2,Apple Pay,Pending,4,8,No,Wrong Item
D02107,PAY02107,O02107,Same Day,Delivered,6,Credit Card,Paid,1,8,No,Late Delivery
D02108,PAY02108,O02108,Same Day,In Transit,10,Apple Pay,Pending,3,3,Yes,Wrong Item
D02109,PAY02109,O02109,Same Day,Returned,9,Debit Card,Paid,3,2,Yes,Late Delivery
D02110,PAY02110,O02110,Same Day,Returned,6,Apple Pay,Refunded,4,4,No,Wrong Item
D02111,PAY02111,O02111,Express,In Transit,6,STC Pay,Pending,1,10,No,Late Delivery
D02112,PAY02112,O02112,Express,Delivered,2,STC Pay,Paid,2,2,Yes,Wrong Item
D02113,PAY02113,O02113,Express,Returned,4,Debit Card,Paid,4,9,No,Damaged
D02114,PAY02114,O02114,Standard,Delivered,2,Credit Card,Refunded,1,3,No,Damaged
D02115,PAY02115,O02115,Standard,Delivered,1,Debit Card,Paid,4,2,No,Damaged
D02116,PAY02116,O02116,Same Day,Delivered,5,Credit Card,Paid,5,10,Yes,Damaged
D02117,PAY02117,O02117,Standard,Returned,10,Mada,Paid,2,6,Yes,Late Delivery
D02118,PAY02118,O02118,Express,Returned,5,Mada,Pending,5,5,No,Wrong Item
D02119,PAY02119,O02119,Same Day,Returned,4,Mada,Paid,2,4,No,Damaged
D02120,PAY02120,O02120,Express,In Transit,2,Cash On Delivery,Pending,1,1,Yes,Wrong Item
D02121,PAY02121,O02121,Express,Delivered,4,Cash On Delivery,Paid,3,6,No,Wrong Item
D02122,PAY02122,O02122,Standard,Returned,1,Credit Card,Paid,5,10,Yes,Wrong Item
D02123,PAY02123,O02123,Express,In Transit,8,Debit Card,Paid,4,8,Yes,Late Delivery
D02124,PAY02124,O02124,Same Day,Delivered,9,Cash On Delivery,Pending,2,1,Yes,Late Delivery
D02125,PAY02125,O02125,Same Day,Delivered,9,Credit Card,Paid,5,4,Yes,Damaged
D02126,PAY02126,O02126,Same Day,Delivered,8,Apple Pay,Refunded,5,4,Yes,Wrong Item
D02127,PAY02127,O02127,Same Day,Returned,7,Debit Card,Refunded,1,6,Yes,N/A
D02128,PAY02128,O02128,Standard,In Transit,8,Debit Card,Paid,2,3,No,Late Delivery
D02129,PAY02129,O02129,Same Day,Returned,7,Apple Pay,Pending,4,5,Yes,Wrong Item
D02130,PAY02130,O02130,Express,In Transit,4,STC Pay,Paid,1,1,Yes,Damaged
D02131,PAY02131,O02131,Same Day,Returned,3,STC Pay,Paid,5,8,Yes,Damaged
D02132,PAY02132,O02132,Express,In Transit,4,Cash On Delivery,Refunded,1,10,No,N/A
D02133,PAY02133,O02133,Standard,In Transit,9,Mada,Refunded,1,2,Yes,Late Delivery
D02134,PAY02134,O02134,Same Day,Delivered,8,Apple Pay,Paid,2,2,No,N/A
D02135,PAY02135,O02135,Same Day,Delivered,4,Cash On Delivery,Refunded,1,1,Yes,Late Delivery
D02136,PAY02136,O02136,Standard,Returned,2,STC Pay,Paid,2,6,No,Damaged
D02137,PAY02137,O02137,Same Day,In Transit,8,Debit Card,Refunded,3,7,No,Damaged
D02138,PAY02138,O02138,Express,In Transit,7,Debit Card,Refunded,5,9,Yes,N/A
D02139,PAY02139,O02139,Standard,Returned,9,Cash On Delivery,Refunded,1,8,Yes,Wrong Item
D02140,PAY02140,O02140,Same Day,Delivered,9,Cash On Delivery,Pending,4,9,No,Wrong Item
D02141,PAY02141,O02141,Express,Returned,9,Apple Pay,Refunded,3,6,Yes,Wrong Item
D02142,PAY02142,O02142,Same Day,Returned,3,Mada,Pending,5,5,No,N/A
D02143,PAY02143,O02143,Same Day,Delivered,6,Debit Card,Paid,1,8,Yes,N/A
D02144,PAY02144,O02144,Same Day,Delivered,8,Debit Card,Pending,4,2,No,N/A
D02145,PAY02145,O02145,Express,Delivered,3,Cash On Delivery,Pending,2,9,Yes,Wrong Item
D02146,PAY02146,O02146,Standard,Delivered,1,Debit Card,Refunded,5,2,Yes,N/A
D02147,PAY02147,O02147,Same Day,Delivered,5,Credit Card,Paid,4,7,No,Damaged
D02148,PAY02148,O02148,Same Day,Delivered,1,Mada,Refunded,4,3,Yes,Damaged
D02149,PAY02149,O02149,Same Day,Returned,2,Debit Card,Pending,5,7,No,Damaged
D02150,PAY02150,O02150,Same Day,Returned,8,Apple Pay,Paid,2,9,Yes,Damaged
D02151,PAY02151,O02151,Same Day,In Transit,4,Debit Card,Refunded,2,7,No,N/A
D02152,PAY02152,O02152,Same Day,Delivered,10,Apple Pay,Refunded,2,9,No,Damaged
D02153,PAY02153,O02153,Express,In Transit,10,Cash On Delivery,Pending,3,4,No,Late Delivery
D02154,PAY02154,O02154,Express,Delivered,10,Apple Pay,Refunded,3,3,Yes,Damaged
D02155,PAY02155,O02155,Express,Returned,6,Cash On Delivery,Pending,3,10,Yes,N/A
D02156,PAY02156,O02156,Express,Returned,7,Cash On Delivery,Refunded,3,1,Yes,Late Delivery
D02157,PAY02157,O02157,Standard,In Transit,5,Debit Card,Pending,4,6,No,Wrong Item
D02158,PAY02158,O02158,Express,Delivered,6,Debit Card,Pending,2,5,Yes,N/A
D02159,PAY02159,O02159,Same Day,Delivered,5,Mada,Refunded,2,1,Yes,N/A
D02160,PAY02160,O02160,Standard,Returned,7,STC Pay,Pending,5,3,Yes,Damaged
D02161,PAY02161,O02161,Standard,In Transit,8,STC Pay,Pending,2,7,No,Late Delivery
D02162,PAY02162,O02162,Express,In Transit,4,Debit Card,Paid,2,7,No,N/A
D02163,PAY02163,O02163,Same Day,In Transit,10,Debit Card,Refunded,5,4,Yes,Late Delivery
D02164,PAY02164,O02164,Same Day,Delivered,9,Mada,Pending,3,3,No,N/A
D02165,PAY02165,O02165,Same Day,In Transit,7,Cash On Delivery,Refunded,4,4,No,N/A
D02166,PAY02166,O02166,Standard,Delivered,1,Mada,Refunded,5,7,No,N/A
D02167,PAY02167,O02167,Express,In Transit,9,Cash On Delivery,Refunded,1,7,No,Wrong Item
D02168,PAY02168,O02168,Same Day,In Transit,9,Mada,Paid,1,1,Yes,Wrong Item
D02169,PAY02169,O02169,Same Day,In Transit,8,Apple Pay,Pending,4,5,No,Late Delivery
D02170,PAY02170,O02170,Express,Returned,1,Mada,Pending,4,8,Yes,Late Delivery
D02171,PAY02171,O02171,Express,Returned,6,STC Pay,Pending,4,3,No,Damaged
D02172,PAY02172,O02172,Same Day,In Transit,1,Debit Card,Paid,4,7,Yes,Late Delivery
D02173,PAY02173,O02173,Standard,In Transit,8,Mada,Paid,3,8,No,Late Delivery
D02174,PAY02174,O02174,Same Day,Returned,8,Mada,Paid,3,8,Yes,Late Delivery
D02175,PAY02175,O02175,Standard,In Transit,8,Cash On Delivery,Paid,2,10,No,Damaged
D02176,PAY02176,O02176,Standard,Delivered,9,Credit Card,Paid,4,8,No,Wrong Item
D02177,PAY02177,O02177,Same Day,Returned,4,Cash On Delivery,Paid,2,2,No,N/A
D02178,PAY02178,O02178,Standard,Delivered,3,Cash On Delivery,Pending,4,6,Yes,Wrong Item
D02179,PAY02179,O02179,Same Day,In Transit,5,Credit Card,Refunded,1,1,Yes,N/A
D02180,PAY02180,O02180,Express,In Transit,1,Apple Pay,Paid,5,1,No,Wrong Item
D02181,PAY02181,O02181,Standard,In Transit,9,Debit Card,Pending,3,6,Yes,Wrong Item
D02182,PAY02182,O02182,Standard,Returned,9,Debit Card,Paid,3,9,No,Damaged
D02183,PAY02183,O02183,Express,Delivered,3,Mada,Pending,3,10,No,Damaged
D02184,PAY02184,O02184,Express,Returned,3,STC Pay,Refunded,5,10,Yes,N/A
D02185,PAY02185,O02185,Same Day,In Transit,3,STC Pay,Pending,1,4,Yes,N/A
D02186,PAY02186,O02186,Express,Delivered,9,Debit Card,Pending,3,6,Yes,Wrong Item
D02187,PAY02187,O02187,Standard,Returned,7,Debit Card,Refunded,2,6,No,Damaged
D02188,PAY02188,O02188,Same Day,Returned,4,Debit Card,Pending,2,5,No,N/A
D02189,PAY02189,O02189,Express,Delivered,3,Credit Card,Pending,4,2,No,N/A
D02190,PAY02190,O02190,Standard,Delivered,10,Apple Pay,Refunded,2,1,Yes,Damaged
D02191,PAY02191,O02191,Standard,In Transit,6,Cash On Delivery,Pending,3,10,No,Late Delivery
D02192,PAY02192,O02192,Standard,In Transit,2,Mada,Paid,4,5,No,Wrong Item
D02193,PAY02193,O02193,Standard,Returned,6,STC Pay,Refunded,5,7,No,Late Delivery
D02194,PAY02194,O02194,Express,Delivered,1,Apple Pay,Paid,4,1,Yes,N/A
D02195,PAY02195,O02195,Standard,Returned,5,STC Pay,Pending,5,1,No,Late Delivery
D02196,PAY02196,O02196,Standard,Delivered,3,Debit Card,Pending,1,1,Yes,Damaged
D02197,PAY02197,O02197,Same Day,Returned,6,Credit Card,Pending,5,9,Yes,Wrong Item
D02198,PAY02198,O02198,Express,Delivered,9,Cash On Delivery,Pending,1,6,No,Damaged
D02199,PAY02199,O02199,Express,Returned,5,Mada,Pending,1,10,No,Damaged
D02200,PAY02200,O02200,Standard,Delivered,8,Mada,Pending,3,8,Yes,Damaged
D02201,PAY02201,O02201,Same Day,In Transit,9,Cash On Delivery,Paid,3,6,No,N/A
D02202,PAY02202,O02202,Express,Returned,5,Cash On Delivery,Pending,3,5,Yes,Damaged
D02203,PAY02203,O02203,Express,Delivered,10,Credit Card,Paid,5,4,Yes,N/A
D02204,PAY02204,O02204,Standard,Delivered,10,Credit Card,Paid,5,8,No,N/A
D02205,PAY02205,O02205,Standard,In Transit,5,Mada,Pending,1,6,Yes,Late Delivery
D02206,PAY02206,O02206,Express,Returned,9,Credit Card,Refunded,2,4,Yes,Late Delivery
D02207,PAY02207,O02207,Standard,Delivered,4,Cash On Delivery,Pending,3,9,No,Damaged
D02208,PAY02208,O02208,Standard,Returned,4,Mada,Pending,3,9,No,N/A
D02209,PAY02209,O02209,Same Day,Returned,3,Credit Card,Refunded,2,1,No,Late Delivery
D02210,PAY02210,O02210,Standard,Delivered,1,Mada,Paid,1,6,Yes,Wrong Item
D02211,PAY02211,O02211,Same Day,In Transit,2,Credit Card,Pending,1,5,Yes,N/A
D02212,PAY02212,O02212,Same Day,Returned,4,Apple Pay,Refunded,5,3,Yes,Damaged
D02213,PAY02213,O02213,Standard,Delivered,3,Cash On Delivery,Pending,3,5,Yes,Wrong Item
D02214,PAY02214,O02214,Standard,Delivered,6,Cash On Delivery,Pending,3,6,No,N/A
D02215,PAY02215,O02215,Same Day,In Transit,3,Mada,Refunded,1,5,Yes,Damaged
D02216,PAY02216,O02216,Express,Returned,4,Apple Pay,Paid,4,5,No,Late Delivery
D02217,PAY02217,O02217,Same Day,In Transit,6,Cash On Delivery,Refunded,2,6,No,Damaged
D02218,PAY02218,O02218,Express,In Transit,10,Mada,Paid,1,1,No,Wrong Item
D02219,PAY02219,O02219,Express,Delivered,7,Cash On Delivery,Pending,1,10,No,Damaged
D02220,PAY02220,O02220,Same Day,Delivered,7,STC Pay,Refunded,1,1,No,Damaged
D02221,PAY02221,O02221,Same Day,Delivered,4,Cash On Delivery,Pending,5,1,Yes,Damaged
D02222,PAY02222,O02222,Express,Returned,9,Mada,Refunded,1,1,Yes,N/A
D02223,PAY02223,O02223,Standard,Delivered,8,Debit Card,Pending,3,2,Yes,Wrong Item
D02224,PAY02224,O02224,Express,In Transit,5,Credit Card,Paid,1,7,Yes,Wrong Item
D02225,PAY02225,O02225,Standard,In Transit,4,Apple Pay,Refunded,1,6,No,Damaged
D02226,PAY02226,O02226,Express,Delivered,9,STC Pay,Refunded,4,9,No,Wrong Item
D02227,PAY02227,O02227,Same Day,In Transit,4,Cash On Delivery,Refunded,5,10,Yes,Damaged
D02228,PAY02228,O02228,Express,Returned,4,Credit Card,Refunded,3,5,Yes,N/A
D02229,PAY02229,O02229,Express,Returned,1,Credit Card,Refunded,2,3,No,N/A
D02230,PAY02230,O02230,Standard,Returned,7,Cash On Delivery,Paid,4,10,No,N/A
D02231,PAY02231,O02231,Standard,Delivered,1,Cash On Delivery,Pending,1,6,No,N/A
D02232,PAY02232,O02232,Express,Returned,7,Apple Pay,Pending,2,7,No,Wrong Item
D02233,PAY02233,O02233,Express,Returned,9,Cash On Delivery,Paid,1,8,Yes,Late Delivery
D02234,PAY02234,O02234,Same Day,Returned,4,Debit Card,Paid,5,10,Yes,Damaged
D02235,PAY02235,O02235,Standard,Delivered,4,Mada,Pending,1,2,No,N/A
D02236,PAY02236,O02236,Express,Returned,6,Mada,Pending,5,1,Yes,Wrong Item
D02237,PAY02237,O02237,Express,In Transit,2,STC Pay,Paid,3,3,No,N/A
D02238,PAY02238,O02238,Express,Delivered,8,Credit Card,Paid,3,7,Yes,Late Delivery
D02239,PAY02239,O02239,Same Day,In Transit,2,Apple Pay,Pending,3,4,No,N/A
D02240,PAY02240,O02240,Express,Returned,4,STC Pay,Paid,1,5,Yes,Late Delivery
D02241,PAY02241,O02241,Same Day,In Transit,8,Apple Pay,Paid,5,6,No,N/A
D02242,PAY02242,O02242,Express,In Transit,1,STC Pay,Refunded,2,9,Yes,Wrong Item
D02243,PAY02243,O02243,Standard,Returned,3,Debit Card,Pending,2,3,Yes,Damaged
D02244,PAY02244,O02244,Express,In Transit,3,Debit Card,Pending,5,4,Yes,Late Delivery
D02245,PAY02245,O02245,Same Day,In Transit,10,Credit Card,Paid,4,2,No,Late Delivery
D02246,PAY02246,O02246,Same Day,In Transit,4,Debit Card,Refunded,2,10,No,Wrong Item
D02247,PAY02247,O02247,Standard,In Transit,1,STC Pay,Paid,5,3,No,Late Delivery
D02248,PAY02248,O02248,Same Day,In Transit,5,Cash On Delivery,Refunded,4,6,No,Late Delivery
D02249,PAY02249,O02249,Express,Delivered,9,Apple Pay,Paid,4,7,Yes,N/A
D02250,PAY02250,O02250,Express,Delivered,10,STC Pay,Paid,4,7,Yes,Wrong Item
D02251,PAY02251,O02251,Same Day,Returned,2,Mada,Pending,3,1,Yes,N/A
D02252,PAY02252,O02252,Same Day,In Transit,1,STC Pay,Pending,5,10,Yes,Damaged
D02253,PAY02253,O02253,Standard,Delivered,8,Mada,Pending,2,1,No,N/A
D02254,PAY02254,O02254,Same Day,In Transit,2,Cash On Delivery,Refunded,4,7,No,Wrong Item
D02255,PAY02255,O02255,Express,Returned,4,STC Pay,Refunded,4,7,Yes,N/A
D02256,PAY02256,O02256,Standard,Returned,7,Mada,Pending,5,10,Yes,Wrong Item
D02257,PAY02257,O02257,Standard,Returned,5,Credit Card,Paid,2,7,No,N/A
D02258,PAY02258,O02258,Same Day,Returned,9,Cash On Delivery,Refunded,5,10,Yes,Late Delivery
D02259,PAY02259,O02259,Same Day,Returned,4,Debit Card,Refunded,5,3,Yes,Late Delivery
D02260,PAY02260,O02260,Same Day,In Transit,4,STC Pay,Paid,5,8,Yes,Late Delivery
D02261,PAY02261,O02261,Express,Delivered,9,Credit Card,Pending,4,2,No,Wrong Item
D02262,PAY02262,O02262,Same Day,Returned,1,STC Pay,Refunded,4,9,No,N/A
D02263,PAY02263,O02263,Express,Returned,4,STC Pay,Refunded,3,2,No,Damaged
D02264,PAY02264,O02264,Express,Delivered,10,Mada,Paid,2,7,No,N/A
D02265,PAY02265,O02265,Express,Returned,5,Cash On Delivery,Paid,5,3,Yes,Damaged
D02266,PAY02266,O02266,Standard,Delivered,4,Credit Card,Refunded,5,8,Yes,Wrong Item
D02267,PAY02267,O02267,Express,In Transit,6,Credit Card,Pending,5,5,No,Damaged
D02268,PAY02268,O02268,Express,In Transit,10,STC Pay,Refunded,1,9,No,N/A
D02269,PAY02269,O02269,Same Day,Delivered,5,Mada,Pending,3,2,No,Wrong Item
D02270,PAY02270,O02270,Express,Returned,8,Mada,Paid,5,3,Yes,N/A
D02271,PAY02271,O02271,Standard,In Transit,4,Mada,Paid,2,9,Yes,Late Delivery
D02272,PAY02272,O02272,Same Day,Delivered,10,Credit Card,Pending,4,6,Yes,N/A
D02273,PAY02273,O02273,Express,In Transit,6,Cash On Delivery,Pending,4,4,Yes,Damaged
D02274,PAY02274,O02274,Express,Returned,8,Mada,Pending,5,4,Yes,N/A
D02275,PAY02275,O02275,Standard,Returned,9,Credit Card,Pending,2,4,No,Damaged
D02276,PAY02276,O02276,Same Day,In Transit,6,Cash On Delivery,Paid,4,4,No,N/A
D02277,PAY02277,O02277,Same Day,Returned,6,Mada,Refunded,4,4,Yes,Late Delivery
D02278,PAY02278,O02278,Same Day,Returned,5,Credit Card,Pending,2,2,No,Late Delivery
D02279,PAY02279,O02279,Standard,In Transit,1,Cash On Delivery,Pending,1,7,Yes,Wrong Item
D02280,PAY02280,O02280,Express,Delivered,2,Credit Card,Paid,2,1,Yes,Damaged
D02281,PAY02281,O02281,Same Day,Returned,6,Cash On Delivery,Pending,2,3,Yes,N/A
D02282,PAY02282,O02282,Standard,Returned,2,Apple Pay,Refunded,3,9,No,N/A
D02283,PAY02283,O02283,Same Day,Delivered,5,Cash On Delivery,Refunded,3,10,Yes,Damaged
D02284,PAY02284,O02284,Standard,Delivered,7,Mada,Refunded,5,5,Yes,Late Delivery
D02285,PAY02285,O02285,Express,Returned,2,Apple Pay,Refunded,5,6,No,Damaged
D02286,PAY02286,O02286,Same Day,Returned,7,Credit Card,Refunded,3,3,Yes,Wrong Item
D02287,PAY02287,O02287,Standard,Returned,10,Debit Card,Refunded,4,8,No,Damaged
D02288,PAY02288,O02288,Express,Delivered,2,Debit Card,Refunded,3,9,No,Late Delivery
D02289,PAY02289,O02289,Standard,Returned,2,Apple Pay,Pending,3,3,Yes,N/A
D02290,PAY02290,O02290,Standard,Returned,5,Apple Pay,Pending,4,6,Yes,Damaged
D02291,PAY02291,O02291,Same Day,In Transit,3,STC Pay,Refunded,2,4,Yes,N/A
D02292,PAY02292,O02292,Express,Returned,8,STC Pay,Paid,3,6,No,Late Delivery
D02293,PAY02293,O02293,Express,Delivered,7,Cash On Delivery,Paid,1,8,Yes,Late Delivery
D02294,PAY02294,O02294,Same Day,In Transit,7,Mada,Pending,3,2,No,Late Delivery
D02295,PAY02295,O02295,Standard,Returned,2,Credit Card,Pending,2,1,No,Wrong Item
D02296,PAY02296,O02296,Same Day,In Transit,8,STC Pay,Paid,1,5,No,N/A
D02297,PAY02297,O02297,Express,In Transit,5,Apple Pay,Paid,2,9,No,N/A
D02298,PAY02298,O02298,Same Day,In Transit,8,STC Pay,Paid,4,9,Yes,N/A
D02299,PAY02299,O02299,Express,In Transit,5,Apple Pay,Refunded,1,7,No,Late Delivery
D02300,PAY02300,O02300,Express,Returned,1,Mada,Pending,5,7,No,Damaged
D02301,PAY02301,O02301,Standard,Delivered,3,Mada,Paid,5,6,No,Wrong Item
D02302,PAY02302,O02302,Standard,In Transit,8,STC Pay,Paid,3,7,Yes,Damaged
D02303,PAY02303,O02303,Express,Returned,5,STC Pay,Refunded,3,1,Yes,Wrong Item
D02304,PAY02304,O02304,Standard,In Transit,10,STC Pay,Refunded,1,9,No,N/A
D02305,PAY02305,O02305,Standard,Delivered,3,STC Pay,Refunded,1,3,No,Damaged
D02306,PAY02306,O02306,Standard,Delivered,10,Debit Card,Paid,5,3,Yes,Late Delivery
D02307,PAY02307,O02307,Same Day,Returned,6,Cash On Delivery,Pending,3,2,No,Damaged
D02308,PAY02308,O02308,Express,Returned,10,Credit Card,Refunded,2,9,No,N/A
D02309,PAY02309,O02309,Same Day,In Transit,2,Credit Card,Paid,1,7,Yes,N/A
D02310,PAY02310,O02310,Same Day,In Transit,4,Cash On Delivery,Refunded,2,9,No,Wrong Item
D02311,PAY02311,O02311,Standard,Delivered,2,Cash On Delivery,Paid,2,1,No,N/A
D02312,PAY02312,O02312,Express,In Transit,3,Credit Card,Pending,2,8,Yes,Damaged
D02313,PAY02313,O02313,Standard,Delivered,8,Mada,Pending,4,2,No,N/A
D02314,PAY02314,O02314,Same Day,Delivered,8,STC Pay,Paid,1,9,Yes,Wrong Item
D02315,PAY02315,O02315,Same Day,Delivered,7,Debit Card,Paid,2,9,No,Damaged
D02316,PAY02316,O02316,Standard,In Transit,1,Cash On Delivery,Refunded,1,3,Yes,Damaged
D02317,PAY02317,O02317,Same Day,Returned,7,Mada,Paid,4,6,Yes,Damaged
D02318,PAY02318,O02318,Same Day,Delivered,5,Apple Pay,Pending,5,3,No,N/A
D02319,PAY02319,O02319,Standard,In Transit,6,STC Pay,Pending,4,3,No,Wrong Item
D02320,PAY02320,O02320,Same Day,In Transit,4,Mada,Refunded,1,7,Yes,Late Delivery
D02321,PAY02321,O02321,Same Day,In Transit,5,STC Pay,Pending,4,3,Yes,Wrong Item
D02322,PAY02322,O02322,Express,Delivered,4,STC Pay,Pending,4,5,No,Wrong Item
D02323,PAY02323,O02323,Express,Delivered,3,Mada,Pending,5,7,No,N/A
D02324,PAY02324,O02324,Same Day,Returned,6,Apple Pay,Pending,2,8,Yes,Late Delivery
D02325,PAY02325,O02325,Standard,In Transit,6,Mada,Refunded,1,5,No,Wrong Item
D02326,PAY02326,O02326,Standard,Delivered,5,Credit Card,Pending,1,2,Yes,Wrong Item
D02327,PAY02327,O02327,Standard,Returned,10,STC Pay,Paid,4,1,No,N/A
D02328,PAY02328,O02328,Standard,In Transit,6,Debit Card,Pending,3,8,No,N/A
D02329,PAY02329,O02329,Standard,Delivered,6,STC Pay,Refunded,4,9,No,N/A
D02330,PAY02330,O02330,Standard,In Transit,1,Apple Pay,Refunded,4,10,Yes,Wrong Item
D02331,PAY02331,O02331,Standard,In Transit,2,Credit Card,Refunded,3,5,No,Damaged
D02332,PAY02332,O02332,Express,Returned,8,Credit Card,Paid,3,3,No,Late Delivery
D02333,PAY02333,O02333,Same Day,Delivered,7,Debit Card,Paid,5,1,Yes,Damaged
D02334,PAY02334,O02334,Standard,In Transit,3,Mada,Paid,3,3,No,Late Delivery
D02335,PAY02335,O02335,Express,Delivered,4,Credit Card,Refunded,2,7,No,Wrong Item
D02336,PAY02336,O02336,Standard,Returned,9,Debit Card,Paid,5,3,Yes,Damaged
D02337,PAY02337,O02337,Standard,Delivered,10,Apple Pay,Refunded,2,7,No,Damaged
D02338,PAY02338,O02338,Same Day,Returned,4,Mada,Paid,5,8,No,Wrong Item
D02339,PAY02339,O02339,Standard,Returned,9,Mada,Paid,5,3,Yes,Wrong Item
D02340,PAY02340,O02340,Same Day,Returned,2,Debit Card,Pending,5,1,No,Damaged
D02341,PAY02341,O02341,Standard,Returned,8,STC Pay,Refunded,2,10,No,N/A
D02342,PAY02342,O02342,Same Day,Returned,2,Mada,Pending,3,1,Yes,Damaged
D02343,PAY02343,O02343,Standard,In Transit,3,Apple Pay,Refunded,2,9,Yes,N/A
D02344,PAY02344,O02344,Express,Delivered,8,Apple Pay,Refunded,5,10,No,Wrong Item
D02345,PAY02345,O02345,Standard,Delivered,2,Credit Card,Pending,3,10,Yes,Late Delivery
D02346,PAY02346,O02346,Standard,Delivered,7,Cash On Delivery,Paid,1,10,Yes,Damaged
D02347,PAY02347,O02347,Standard,Returned,8,Cash On Delivery,Pending,3,5,No,Damaged
D02348,PAY02348,O02348,Express,In Transit,4,Cash On Delivery,Pending,5,5,No,Late Delivery
D02349,PAY02349,O02349,Express,Delivered,1,Cash On Delivery,Refunded,4,7,No,Late Delivery
D02350,PAY02350,O02350,Standard,Returned,5,Credit Card,Refunded,3,10,No,Damaged
D02351,PAY02351,O02351,Express,In Transit,8,STC Pay,Refunded,5,7,No,Damaged
D02352,PAY02352,O02352,Same Day,Delivered,1,Mada,Pending,3,4,No,Wrong Item
D02353,PAY02353,O02353,Express,In Transit,9,Mada,Refunded,2,3,Yes,Wrong Item
D02354,PAY02354,O02354,Same Day,Delivered,1,Cash On Delivery,Paid,3,5,Yes,Late Delivery
D02355,PAY02355,O02355,Standard,In Transit,10,Debit Card,Pending,4,3,Yes,Wrong Item
D02356,PAY02356,O02356,Express,In Transit,5,Cash On Delivery,Paid,4,2,Yes,Damaged
D02357,PAY02357,O02357,Same Day,Delivered,6,Debit Card,Paid,2,3,No,Damaged
D02358,PAY02358,O02358,Express,In Transit,8,Apple Pay,Paid,1,6,No,Wrong Item
D02359,PAY02359,O02359,Standard,Returned,3,Debit Card,Pending,3,9,No,Damaged
D02360,PAY02360,O02360,Standard,Delivered,7,Apple Pay,Pending,5,7,Yes,Wrong Item
D02361,PAY02361,O02361,Express,In Transit,3,Cash On Delivery,Refunded,3,1,No,N/A
D02362,PAY02362,O02362,Standard,Delivered,8,STC Pay,Refunded,1,2,Yes,N/A
D02363,PAY02363,O02363,Same Day,In Transit,3,STC Pay,Paid,2,7,Yes,Damaged
D02364,PAY02364,O02364,Same Day,Delivered,4,Apple Pay,Refunded,4,9,No,Late Delivery
D02365,PAY02365,O02365,Same Day,Returned,5,Cash On Delivery,Refunded,2,9,Yes,N/A
D02366,PAY02366,O02366,Standard,Returned,1,Mada,Paid,1,1,No,Late Delivery
D02367,PAY02367,O02367,Standard,Delivered,3,Apple Pay,Paid,2,7,Yes,N/A
