Order_ID,Order_Date,Customer_ID,Product_ID,Employee_ID,Branch_ID,Payment_ID,Delivery_ID,Quantity,Unit_Price,Discount,Sales_Amount,Cost,Profit,Sales_Target,Order_Status
O02103,10/2/2025 0:00,C1175,P010,E116,B04,PAY02103,D02103,2,822.47,0.11,1464,974.01,489.99,1701,Pending
O02104,6/20/2020 0:00,C0933,P113,E049,B14,PAY02104,D02104,2,940.28,0.13,1636.09,1183.07,453.02,4567,Pending
O02105,7/19/2020 0:00,C1066,P012,E066,B02,PAY02105,D02105,4,1216.82,0,4867.28,4030.62,836.66,2963,Delivered
O02106,8/23/2025 0:00,C0476,P218,E137,B08,PAY02106,D02106,3,1183.09,0.14,3052.37,2274.56,777.81,4997,Pending
O02107,3/10/2021 0:00,C0697,P053,E035,B07,PAY02107,D02107,3,1008.32,0.04,2903.96,2048.96,855,1087,Delivered
O02108,4/4/2020 0:00,C1111,P099,E062,B12,PAY02108,D02108,5,862.46,0.04,4139.81,2576.98,1562.83,614,Cancelled
O02109,1/22/2020 0:00,C0132,P244,E043,B12,PAY02109,D02109,2,1406.48,0.09,2559.79,1891.06,668.73,2396,Delivered
O02110,10/18/2021 0:00,C0259,P143,E132,B05,PAY02110,D02110,2,791.26,0.14,1360.97,952.52,408.45,664,Delivered
O02111,12/20/2021 0:00,C0668,P121,E034,B14,PAY02111,D02111,3,1248.27,0.07,3482.67,2499.52,983.15,1467,Cancelled
O02112,6/11/2023 0:00,C1108,P210,E125,B08,PAY02112,D02112,5,869.84,0.12,3827.3,2818.43,1008.87,4245,Cancelled
O02113,1/1/2023 0:00,C0180,P190,E040,B06,PAY02113,D02113,2,320.39,0.1,576.7,498.73,77.97,2546,Cancelled
O02114,6/12/2025 0:00,C0415,P276,E100,B13,PAY02114,D02114,3,823.46,0.08,2272.75,1689.17,583.58,1784,Delivered
O02115,8/14/2020 0:00,C0105,P057,E001,B04,PAY02115,D02115,5,159.11,0.15,676.22,544.27,131.95,2745,Pending
O02116,10/28/2023 0:00,C1183,P188,E048,B08,PAY02116,D02116,4,83.32,0.14,286.62,230.43,56.19,2164,Cancelled
O02117,8/14/2021 0:00,C0368,P157,E039,B03,PAY02117,D02117,3,305.88,0.03,890.11,592.64,297.47,4367,Cancelled
O02118,8/13/2021 0:00,C0418,P196,E051,B10,PAY02118,D02118,2,652.49,0.06,1226.68,870.21,356.47,2174,Delivered
O02119,6/18/2022 0:00,C0347,P167,E137,B10,PAY02119,D02119,3,1004.79,0.16,2532.07,1654.55,877.52,4992,Cancelled
O02120,10/24/2022 0:00,C0394,P084,E062,B09,PAY02120,D02120,4,443.51,0.04,1703.08,1227.18,475.9,1255,Cancelled
O02121,5/7/2020 0:00,C1090,P077,E107,B14,PAY02121,D02121,2,1144.33,0.05,2174.23,1574.27,599.96,3661,Cancelled
O02122,1/27/2020 0:00,C0577,P078,E005,B09,PAY02122,D02122,2,553.45,0.19,896.59,727.49,169.1,4417,Delivered
O02123,12/25/2020 0:00,C0828,P246,E116,B14,PAY02123,D02123,1,1376.49,0.11,1225.08,777.43,447.65,981,Delivered
O02124,12/17/2021 0:00,C0711,P291,E103,B14,PAY02124,D02124,5,571.38,0.02,2799.76,2082.43,717.33,1825,Pending
O02125,9/22/2020 0:00,C0801,P067,E032,B09,PAY02125,D02125,1,1277.97,0.14,1099.05,877.76,221.29,2276,Delivered
O02126,4/9/2022 0:00,C1076,P134,E111,B07,PAY02126,D02126,4,322.64,0.17,1071.16,841.32,229.84,1055,Cancelled
O02127,3/24/2025 0:00,C1198,P011,E023,B07,PAY02127,D02127,5,1097,0.06,5155.9,3874.5,1281.4,1968,Pending
O02128,11/22/2025 0:00,C0425,P246,E112,B13,PAY02128,D02128,2,738.59,0.17,1226.06,919.5,306.56,4660,Pending
O02129,5/29/2021 0:00,C0460,P259,E065,B01,PAY02129,D02129,5,218.35,0.14,938.9,642.94,295.96,3647,Cancelled
O02130,8/23/2020 0:00,C0159,P001,E055,B01,PAY02130,D02130,3,1424.56,0.16,3589.89,2784.99,804.9,4632,Cancelled
O02131,11/7/2025 0:00,C0581,P079,E047,B08,PAY02131,D02131,4,988.47,0.03,3835.26,3015.65,819.61,3976,Pending
O02132,7/29/2023 0:00,C1085,P072,E129,B08,PAY02132,D02132,5,456.41,0.06,2145.13,1697.52,447.61,2845,Cancelled
O02133,2/14/2023 0:00,C1136,P269,E141,B13,PAY02133,D02133,5,912.49,0.04,4379.95,3207.34,1172.61,4629,Cancelled
O02134,11/16/2022 0:00,C0101,P174,E117,B05,PAY02134,D02134,5,950.51,0.02,4657.5,3954.32,703.18,3200,Delivered
O02135,11/22/2025 0:00,C0586,P073,E098,B02,PAY02135,D02135,3,992.16,0.12,2619.3,1864.56,754.74,4128,Pending
O02136,4/21/2020 0:00,C0661,P009,E061,B05,PAY02136,D02136,5,861.38,0.09,3919.28,3200.91,718.37,1004,Pending
O02137,1/4/2021 0:00,C0805,P116,E091,B03,PAY02137,D02137,1,958.43,0.11,853,753.13,99.87,2492,Cancelled
O02138,4/22/2024 0:00,C0015,P063,E018,B14,PAY02138,D02138,3,337.46,0.11,901.02,585.12,315.9,3659,Pending
O02139,5/13/2020 0:00,C0607,P024,E038,B09,PAY02139,D02139,2,746.11,0.19,1208.7,1044.44,164.26,3561,Pending
O02140,9/30/2020 0:00,C0918,P267,E127,B06,PAY02140,D02140,5,156.33,0.09,711.3,477.24,234.06,2175,Delivered
O02141,7/18/2022 0:00,C0377,P199,E105,B12,PAY02141,D02141,3,313.8,0.02,922.57,752.51,170.06,516,Pending
O02142,3/13/2021 0:00,C1057,P254,E147,B05,PAY02142,D02142,2,374.83,0.07,697.18,483.2,213.98,1176,Pending
O02143,10/8/2022 0:00,C0971,P300,E134,B01,PAY02143,D02143,3,453.34,0.17,1128.82,934.88,193.94,3733,Cancelled
O02144,6/9/2023 0:00,C0514,P175,E100,B05,PAY02144,D02144,1,1214.45,0.01,1202.31,1023.51,178.8,1126,Cancelled
O02145,10/18/2021 0:00,C0715,P202,E134,B07,PAY02145,D02145,1,1046.73,0.09,952.52,667.08,285.44,1840,Pending
O02146,10/24/2020 0:00,C0262,P096,E079,B06,PAY02146,D02146,2,37.09,0.04,71.21,47.09,24.12,1087,Cancelled
O02147,4/22/2022 0:00,C1188,P062,E083,B12,PAY02147,D02147,5,1230.56,0.12,5414.46,4312.48,1101.98,1700,Delivered
O02148,12/7/2020 0:00,C1166,P180,E013,B14,PAY02148,D02148,4,857.02,0.17,2845.31,1840.09,1005.22,3768,Pending
O02149,3/24/2024 0:00,C0479,P284,E058,B06,PAY02149,D02149,5,1420.47,0.04,6818.26,6112.36,705.9,1476,Delivered
O02150,10/5/2025 0:00,C0088,P077,E023,B06,PAY02150,D02150,2,612.85,0.01,1213.44,785.74,427.7,3313,Pending
O02151,8/11/2025 0:00,C0467,P100,E041,B15,PAY02151,D02151,4,303.84,0.12,1069.52,822,247.52,3309,Pending
O02152,7/12/2024 0:00,C0747,P003,E116,B12,PAY02152,D02152,4,637.4,0.06,2396.62,1582.36,814.26,2775,Pending
O02153,10/16/2021 0:00,C1052,P063,E144,B15,PAY02153,D02153,4,404.6,0.17,1343.27,1067.56,275.71,2554,Pending
O02154,5/7/2020 0:00,C0022,P056,E013,B02,PAY02154,D02154,3,435.44,0.19,1058.12,685.38,372.74,1278,Delivered
O02155,10/25/2021 0:00,C1019,P202,E018,B04,PAY02155,D02155,1,550.93,0.05,523.38,400.62,122.76,3962,Delivered
O02156,10/4/2020 0:00,C0792,P118,E046,B10,PAY02156,D02156,1,134.09,0.04,128.73,105.79,22.94,842,Cancelled
O02157,4/17/2020 0:00,C0163,P238,E010,B05,PAY02157,D02157,2,1493.45,0.13,2598.6,1997.13,601.47,3681,Pending
O02158,11/17/2021 0:00,C0150,P188,E097,B03,PAY02158,D02158,2,959.22,0.17,1592.31,1112.13,480.18,1282,Cancelled
O02159,4/23/2021 0:00,C1006,P194,E071,B10,PAY02159,D02159,2,1198.86,0.05,2277.83,1564.29,713.54,955,Pending
O02160,1/22/2020 0:00,C0015,P119,E051,B05,PAY02160,D02160,3,1306.63,0.12,3449.5,2493.53,955.97,3340,Pending
O02161,10/12/2021 0:00,C0512,P122,E148,B06,PAY02161,D02161,3,444.84,0.18,1094.31,788.3,306.01,3261,Delivered
O02162,10/1/2023 0:00,C0991,P197,E147,B15,PAY02162,D02162,2,616.39,0.1,1109.5,677.14,432.36,654,Cancelled
O02163,4/13/2020 0:00,C0293,P292,E087,B01,PAY02163,D02163,1,1210.01,0.02,1185.81,832.23,353.58,1849,Pending
O02164,5/27/2022 0:00,C0587,P275,E142,B06,PAY02164,D02164,3,1418.51,0.13,3702.31,3146.55,555.76,592,Cancelled
O02165,8/19/2022 0:00,C0120,P197,E025,B07,PAY02165,D02165,2,765.81,0.18,1255.93,1027.75,228.18,3735,Delivered
O02166,9/23/2020 0:00,C1179,P162,E092,B02,PAY02166,D02166,2,620.04,0.03,1202.88,769.41,433.47,4073,Delivered
O02167,5/28/2024 0:00,C0669,P212,E017,B15,PAY02167,D02167,1,1088.34,0.15,925.09,669.13,255.96,2149,Delivered
O02168,1/9/2023 0:00,C0718,P254,E007,B03,PAY02168,D02168,3,393.98,0.12,1040.11,869.55,170.56,2380,Cancelled
O02169,11/8/2022 0:00,C0585,P182,E041,B12,PAY02169,D02169,5,1010.29,0.04,4849.39,4155.54,693.85,766,Cancelled
O02170,12/6/2021 0:00,C1145,P282,E131,B03,PAY02170,D02170,4,880.26,0.15,2992.88,2250.15,742.73,3812,Cancelled
O02171,4/16/2025 0:00,C0892,P216,E080,B10,PAY02171,D02171,2,1087.41,0.18,1783.35,1450.26,333.09,3827,Delivered
O02172,4/24/2023 0:00,C0451,P150,E010,B09,PAY02172,D02172,5,1270.25,0.1,5716.12,4803.23,912.89,1347,Cancelled
O02173,3/23/2021 0:00,C1003,P219,E113,B12,PAY02173,D02173,4,42.22,0.14,145.24,91.74,53.5,1535,Delivered
O02174,8/31/2021 0:00,C0664,P076,E071,B13,PAY02174,D02174,2,1273.83,0.09,2318.37,1560.9,757.47,667,Cancelled
O02175,8/6/2023 0:00,C0129,P158,E137,B05,PAY02175,D02175,5,471.14,0.05,2237.91,1875.83,362.08,2410,Pending
O02176,6/17/2021 0:00,C1148,P254,E100,B08,PAY02176,D02176,1,934.07,0.15,793.96,529.48,264.48,1261,Cancelled
O02177,12/7/2021 0:00,C1019,P206,E103,B01,PAY02177,D02177,2,1296.66,0.05,2463.65,1974.04,489.61,767,Cancelled
O02178,11/24/2021 0:00,C0422,P275,E075,B10,PAY02178,D02178,4,1200.6,0.01,4754.38,4097.59,656.79,1662,Delivered
O02179,10/28/2022 0:00,C0126,P109,E016,B02,PAY02179,D02179,2,1078.03,0.16,1811.09,1123.18,687.91,2621,Cancelled
O02180,11/16/2020 0:00,C1086,P089,E145,B11,PAY02180,D02180,5,1283.66,0.04,6161.57,5101.31,1060.26,3715,Cancelled
O02181,8/29/2025 0:00,C0942,P278,E048,B13,PAY02181,D02181,2,311.31,0.06,585.26,485.94,99.32,2771,Pending
O02182,4/27/2023 0:00,C0049,P205,E047,B02,PAY02182,D02182,3,823.67,0.01,2446.3,2178.07,268.23,4535,Pending
O02183,10/24/2023 0:00,C0439,P124,E053,B11,PAY02183,D02183,1,679.13,0.12,597.63,366.05,231.58,3089,Pending
O02184,2/24/2021 0:00,C0982,P290,E081,B12,PAY02184,D02184,4,167.37,0.19,542.28,371.53,170.75,1010,Cancelled
O02185,7/14/2025 0:00,C0886,P194,E103,B14,PAY02185,D02185,2,1023.8,0.04,1965.7,1466.81,498.89,4373,Cancelled
O02186,4/28/2025 0:00,C0659,P192,E099,B02,PAY02186,D02186,2,735.6,0.11,1309.37,880.81,428.56,2810,Delivered
O02187,3/10/2023 0:00,C0987,P220,E048,B11,PAY02187,D02187,2,95.72,0.11,170.38,135.61,34.77,4552,Cancelled
O02188,4/24/2021 0:00,C0264,P133,E078,B11,PAY02188,D02188,3,66.28,0.12,174.98,114.36,60.62,3553,Delivered
O02189,1/5/2022 0:00,C0832,P240,E026,B11,PAY02189,D02189,4,986.74,0.08,3631.2,2571.52,1059.68,1493,Cancelled
O02190,3/18/2025 0:00,C0610,P183,E079,B05,PAY02190,D02190,1,1069.91,0.04,1027.11,634.13,392.98,4840,Cancelled
O02191,3/10/2023 0:00,C0610,P221,E054,B06,PAY02191,D02191,3,390.33,0.13,1018.76,675.41,343.35,2825,Delivered
O02192,2/1/2020 0:00,C0615,P040,E124,B13,PAY02192,D02192,1,1035.4,0.11,921.51,665.15,256.36,2768,Delivered
O02193,12/6/2020 0:00,C0646,P119,E094,B03,PAY02193,D02193,5,386.49,0.01,1913.13,1719.98,193.15,885,Pending
O02194,3/11/2023 0:00,C0343,P260,E120,B06,PAY02194,D02194,4,933.52,0,3734.08,3187.87,546.21,4787,Pending
O02195,3/26/2023 0:00,C1045,P140,E021,B10,PAY02195,D02195,2,873.16,0,1746.32,1479.65,266.67,1708,Delivered
O02196,9/26/2023 0:00,C0419,P270,E123,B10,PAY02196,D02196,2,551.63,0.02,1081.19,658.46,422.73,2055,Cancelled
O02197,6/3/2025 0:00,C0810,P081,E047,B01,PAY02197,D02197,5,941.47,0.01,4660.28,4139.84,520.44,2277,Pending
O02198,12/31/2020 0:00,C0144,P297,E054,B09,PAY02198,D02198,3,1350.25,0.06,3807.7,2429.48,1378.22,1904,Pending
O02199,3/15/2024 0:00,C0934,P279,E111,B11,PAY02199,D02199,3,519.12,0.11,1386.05,911.63,474.42,4151,Cancelled
O02200,9/17/2020 0:00,C1075,P210,E079,B11,PAY02200,D02200,4,948.5,0.06,3566.36,2653.11,913.25,3152,Delivered
O02201,6/6/2022 0:00,C0973,P011,E045,B15,PAY02201,D02201,2,430.99,0.14,741.3,607.28,134.02,2736,Pending
O02202,11/19/2022 0:00,C0603,P101,E079,B02,PAY02202,D02202,1,319.95,0.08,294.35,237.05,57.3,594,Delivered
O02203,4/22/2021 0:00,C1105,P014,E089,B04,PAY02203,D02203,3,428.93,0.16,1080.9,926.39,154.51,984,Pending
O02204,1/19/2022 0:00,C0698,P261,E043,B01,PAY02204,D02204,3,1488.44,0.18,3661.56,2933.31,728.25,4503,Cancelled
O02205,1/26/2021 0:00,C0943,P282,E074,B10,PAY02205,D02205,3,1143.09,0.01,3394.98,2170.76,1224.22,3382,Delivered
O02206,11/23/2022 0:00,C1186,P012,E125,B03,PAY02206,D02206,4,437,0.1,1573.2,1003.58,569.62,3079,Cancelled
O02207,8/13/2024 0:00,C0839,P195,E048,B12,PAY02207,D02207,4,1019.3,0.09,3710.25,2315.49,1394.76,2405,Delivered
O02208,4/25/2020 0:00,C0620,P252,E098,B06,PAY02208,D02208,2,1132.52,0.17,1879.98,1348.45,531.53,1327,Pending
O02209,12/6/2022 0:00,C0679,P113,E012,B14,PAY02209,D02209,2,136.44,0.12,240.13,146.68,93.45,3923,Pending
O02210,2/14/2021 0:00,C0827,P107,E030,B12,PAY02210,D02210,1,872.9,0.13,759.42,517.74,241.68,2142,Pending
O02211,4/14/2024 0:00,C1148,P051,E129,B08,PAY02211,D02211,1,80.61,0.17,66.91,52.7,14.21,1593,Delivered
O02212,3/18/2023 0:00,C1080,P191,E113,B13,PAY02212,D02212,5,72.91,0.11,324.45,219,105.45,3717,Pending
O02213,8/3/2022 0:00,C1136,P004,E053,B02,PAY02213,D02213,5,622.44,0.07,2894.35,1993.02,901.33,1316,Cancelled
O02214,12/10/2025 0:00,C1096,P160,E117,B03,PAY02214,D02214,1,1244.84,0.01,1232.39,1007.61,224.78,1598,Delivered
O02215,9/12/2021 0:00,C1135,P109,E077,B13,PAY02215,D02215,1,534.6,0.18,438.37,322.01,116.36,3480,Cancelled
O02216,5/31/2020 0:00,C0359,P105,E071,B15,PAY02216,D02216,4,328.42,0.03,1274.27,805.65,468.62,1428,Delivered
O02217,3/20/2022 0:00,C0992,P085,E068,B10,PAY02217,D02217,3,85.27,0.02,250.69,214.53,36.16,3939,Cancelled
O02218,1/16/2024 0:00,C1164,P219,E146,B09,PAY02218,D02218,2,1037.18,0.01,2053.62,1646.36,407.26,1306,Cancelled
O02219,11/8/2025 0:00,C0986,P216,E075,B03,PAY02219,D02219,3,1134.04,0.2,2721.7,1798.31,923.39,1156,Delivered
O02220,5/8/2022 0:00,C0010,P072,E094,B08,PAY02220,D02220,3,1356.81,0.18,3337.75,2740.35,597.4,4405,Pending
O02221,12/25/2020 0:00,C0189,P069,E120,B14,PAY02221,D02221,5,737.9,0.07,3431.23,2737.88,693.35,2844,Pending
O02222,4/16/2021 0:00,C0988,P042,E078,B02,PAY02222,D02222,3,78.82,0.12,208.08,155.29,52.79,4370,Cancelled
O02223,12/1/2022 0:00,C0734,P195,E082,B11,PAY02223,D02223,4,1288.66,0.01,5103.09,3146.5,1956.59,2533,Delivered
O02224,4/5/2022 0:00,C1198,P030,E068,B01,PAY02224,D02224,4,1205.22,0.1,4338.79,2850.32,1488.47,3816,Cancelled
O02225,2/21/2021 0:00,C0677,P019,E029,B08,PAY02225,D02225,3,1278.9,0.02,3759.97,2611.5,1148.47,4154,Delivered
O02226,12/5/2024 0:00,C0820,P060,E142,B06,PAY02226,D02226,4,1071.21,0.19,3470.72,2539.7,931.02,4808,Pending
O02227,12/31/2022 0:00,C0007,P203,E096,B04,PAY02227,D02227,4,1379.57,0.03,5352.73,4229.02,1123.71,4688,Pending
O02228,4/27/2022 0:00,C0743,P183,E087,B03,PAY02228,D02228,4,167.9,0.13,584.29,498.2,86.09,2339,Pending
O02229,3/20/2020 0:00,C0654,P260,E103,B08,PAY02229,D02229,4,686.08,0.08,2524.77,2015.28,509.49,3361,Cancelled
O02230,4/9/2020 0:00,C0250,P273,E123,B06,PAY02230,D02230,4,516.19,0.16,1734.4,1304.74,429.66,1099,Pending
O02231,9/29/2025 0:00,C0709,P048,E097,B04,PAY02231,D02231,5,1325.64,0.12,5832.82,5080.73,752.09,1045,Cancelled
O02232,2/2/2020 0:00,C1057,P081,E103,B05,PAY02232,D02232,3,1002.06,0.09,2735.62,2118.97,616.65,2554,Delivered
O02233,1/2/2020 0:00,C1157,P172,E002,B13,PAY02233,D02233,1,1113.69,0.1,1002.32,870.69,131.63,4356,Delivered
O02234,10/9/2024 0:00,C0772,P161,E066,B12,PAY02234,D02234,3,109.55,0.1,295.78,247.19,48.59,2384,Delivered
O02235,5/9/2025 0:00,C0258,P046,E031,B01,PAY02235,D02235,1,793.33,0.14,682.26,613.71,68.55,3711,Cancelled
O02236,10/8/2024 0:00,C0838,P224,E114,B03,PAY02236,D02236,1,1028.96,0.08,946.64,574.24,372.4,2598,Cancelled
O02237,5/6/2024 0:00,C0365,P298,E132,B01,PAY02237,D02237,4,125.68,0.09,457.48,409.09,48.39,3149,Cancelled
O02238,8/12/2023 0:00,C0471,P128,E092,B02,PAY02238,D02238,3,817.32,0.09,2231.28,1896.81,334.47,1663,Pending
O02239,5/14/2020 0:00,C0818,P164,E059,B11,PAY02239,D02239,4,71.72,0.12,252.45,193.2,59.25,807,Delivered
O02240,8/15/2025 0:00,C0131,P128,E138,B12,PAY02240,D02240,3,1194.11,0.11,3188.27,2439.81,748.46,4996,Delivered
O02241,12/27/2024 0:00,C0510,P039,E001,B06,PAY02241,D02241,2,434.89,0.16,730.62,634.77,95.85,4653,Delivered
O02242,4/7/2024 0:00,C0645,P029,E142,B10,PAY02242,D02242,2,1085.7,0.17,1802.26,1621.58,180.68,1562,Pending
O02243,5/23/2021 0:00,C0837,P092,E115,B01,PAY02243,D02243,3,343.02,0.03,998.19,685.27,312.92,4098,Pending
O02244,12/15/2025 0:00,C0854,P179,E089,B04,PAY02244,D02244,3,641.31,0.09,1750.78,1187.99,562.79,4259,Cancelled
O02245,4/22/2025 0:00,C0413,P217,E044,B10,PAY02245,D02245,2,1442.79,0.01,2856.72,2057.9,798.82,2003,Cancelled
O02246,2/17/2023 0:00,C0390,P125,E144,B14,PAY02246,D02246,2,129.26,0.12,227.5,160.21,67.29,3048,Cancelled
O02247,6/14/2022 0:00,C0996,P164,E136,B10,PAY02247,D02247,5,777.58,0.07,3615.75,2411.33,1204.42,1487,Delivered
O02248,4/26/2025 0:00,C0994,P029,E095,B05,PAY02248,D02248,2,824.76,0.13,1435.08,1189.57,245.51,3283,Delivered
O02249,5/30/2023 0:00,C1084,P015,E034,B04,PAY02249,D02249,1,129.44,0.05,122.97,85.76,37.21,4220,Delivered
O02250,12/4/2025 0:00,C0403,P267,E084,B03,PAY02250,D02250,4,152.9,0.12,538.21,418.91,119.3,3883,Delivered
O02251,9/5/2025 0:00,C1011,P142,E144,B15,PAY02251,D02251,2,1184.39,0.11,2108.21,1872.02,236.19,619,Cancelled
O02252,4/2/2025 0:00,C0935,P028,E105,B13,PAY02252,D02252,3,1426.45,0.13,3723.03,3120.59,602.44,2361,Cancelled
O02253,2/8/2023 0:00,C1069,P111,E059,B01,PAY02253,D02253,3,640.32,0.06,1805.7,1306.85,498.85,1213,Cancelled
O02254,9/6/2024 0:00,C0280,P125,E105,B04,PAY02254,D02254,5,498.15,0.11,2216.77,1502.38,714.39,650,Cancelled
O02255,9/29/2025 0:00,C0250,P025,E017,B15,PAY02255,D02255,4,1368.32,0.06,5144.88,4546.44,598.44,3224,Cancelled
O02256,2/9/2021 0:00,C0250,P203,E102,B04,PAY02256,D02256,1,1220.22,0.09,1110.4,840.86,269.54,3728,Pending
O02257,5/14/2023 0:00,C0011,P121,E092,B10,PAY02257,D02257,2,538.6,0.06,1012.57,752.28,260.29,3320,Cancelled
O02258,9/8/2022 0:00,C0690,P174,E017,B13,PAY02258,D02258,2,755.45,0.05,1435.36,1270.19,165.17,2668,Pending
O02259,6/12/2022 0:00,C1159,P201,E063,B07,PAY02259,D02259,2,1153.19,0.18,1891.23,1171.84,719.39,1814,Pending
O02260,10/12/2022 0:00,C0697,P094,E120,B08,PAY02260,D02260,1,1379.2,0.15,1172.32,840.66,331.66,1526,Delivered
O02261,2/24/2025 0:00,C0402,P098,E032,B12,PAY02261,D02261,4,443.49,0.12,1561.08,1022.17,538.91,2615,Cancelled
O02262,12/20/2022 0:00,C0301,P249,E099,B14,PAY02262,D02262,1,625.79,0.09,569.47,386.69,182.78,2563,Pending
O02263,4/8/2020 0:00,C0974,P179,E009,B10,PAY02263,D02263,3,371.38,0.09,1013.87,798.26,215.61,4917,Pending
O02264,10/11/2022 0:00,C0005,P021,E111,B02,PAY02264,D02264,1,1018.72,0.15,865.91,730.07,135.84,2625,Delivered
O02265,6/1/2021 0:00,C0209,P162,E103,B09,PAY02265,D02265,3,1173.29,0.07,3273.48,2262.23,1011.25,3375,Delivered
O02266,11/11/2021 0:00,C0385,P274,E059,B04,PAY02266,D02266,4,349.24,0.17,1159.48,892.47,267.01,1101,Delivered
O02267,12/24/2022 0:00,C0293,P058,E122,B08,PAY02267,D02267,5,265.89,0.04,1276.27,1087.46,188.81,4872,Cancelled
O02268,3/9/2024 0:00,C1169,P155,E048,B13,PAY02268,D02268,5,377.76,0.1,1699.92,1038.41,661.51,2199,Pending
O02269,12/12/2021 0:00,C0992,P122,E052,B13,PAY02269,D02269,5,865.42,0.17,3591.49,2434.91,1156.58,766,Pending
O02270,5/11/2024 0:00,C0410,P111,E042,B14,PAY02270,D02270,1,1410.78,0.08,1297.92,1150.32,147.6,4894,Delivered
O02271,11/10/2021 0:00,C0517,P136,E075,B12,PAY02271,D02271,4,1046.38,0.14,3599.55,2252.25,1347.3,2693,Delivered
O02272,9/28/2022 0:00,C1174,P234,E120,B13,PAY02272,D02272,2,338.18,0.04,649.31,479.77,169.54,1865,Cancelled
O02273,11/13/2021 0:00,C1084,P251,E069,B08,PAY02273,D02273,4,1048.99,0.19,3398.73,2404.25,994.48,2058,Delivered
O02274,7/17/2022 0:00,C0792,P262,E133,B12,PAY02274,D02274,2,202.62,0.13,352.56,261.11,91.45,1942,Delivered
O02275,6/10/2020 0:00,C0634,P178,E024,B11,PAY02275,D02275,2,358.32,0.03,695.14,623.22,71.92,1453,Pending
O02276,10/13/2022 0:00,C0632,P271,E128,B11,PAY02276,D02276,4,809.22,0.06,3042.67,2551.89,490.78,4035,Cancelled
O02277,10/22/2025 0:00,C0157,P262,E071,B02,PAY02277,D02277,5,1302.14,0.01,6445.59,5776.56,669.03,2863,Pending
O02278,3/19/2023 0:00,C0974,P112,E047,B12,PAY02278,D02278,1,277.97,0.17,230.72,205.09,25.63,2937,Delivered
O02279,11/21/2025 0:00,C0243,P056,E100,B10,PAY02279,D02279,4,1085.24,0.06,4080.5,2832.12,1248.38,3205,Delivered
O02280,10/21/2022 0:00,C0936,P157,E081,B06,PAY02280,D02280,1,974.2,0.06,915.75,599.88,315.87,3175,Pending
O02281,9/28/2021 0:00,C0419,P174,E090,B03,PAY02281,D02281,1,674.94,0.06,634.44,435.06,199.38,2418,Cancelled
O02282,11/6/2023 0:00,C0337,P173,E130,B03,PAY02282,D02282,3,618.18,0.16,1557.81,1176.82,380.99,2776,Cancelled
O02283,11/11/2025 0:00,C0368,P141,E003,B14,PAY02283,D02283,5,31.76,0.13,138.16,109.52,28.64,4856,Pending
O02284,1/10/2025 0:00,C0787,P136,E039,B07,PAY02284,D02284,5,901.8,0.04,4328.64,3010.08,1318.56,853,Delivered
O02285,10/28/2020 0:00,C0607,P197,E039,B02,PAY02285,D02285,3,835.89,0.12,2206.75,1885.51,321.24,1676,Cancelled
O02286,6/3/2024 0:00,C0796,P229,E038,B13,PAY02286,D02286,1,647.14,0.17,537.13,343.82,193.31,744,Delivered
O02287,9/20/2022 0:00,C0679,P001,E057,B12,PAY02287,D02287,2,144.42,0.12,254.18,189.58,64.6,4718,Delivered
O02288,9/21/2022 0:00,C0376,P124,E143,B02,PAY02288,D02288,5,693.58,0,3467.9,2845.74,622.16,3421,Delivered
O02289,4/3/2020 0:00,C1142,P228,E105,B03,PAY02289,D02289,1,502.08,0.13,436.81,310.31,126.5,3400,Delivered
O02290,5/7/2022 0:00,C0870,P182,E047,B14,PAY02290,D02290,3,1495.37,0.05,4261.8,2936.14,1325.66,3433,Delivered
O02291,11/3/2025 0:00,C0797,P257,E004,B11,PAY02291,D02291,5,771.32,0.03,3740.9,3153.55,587.35,969,Pending
O02292,11/7/2023 0:00,C0975,P293,E146,B11,PAY02292,D02292,1,1027.43,0.16,863.04,611.86,251.18,4981,Cancelled
O02293,2/25/2025 0:00,C0564,P260,E047,B10,PAY02293,D02293,5,511.6,0.05,2430.1,2094.04,336.06,2203,Cancelled
O02294,5/3/2025 0:00,C0695,P028,E076,B14,PAY02294,D02294,5,764.87,0.2,3059.48,2635.51,423.97,4395,Cancelled
O02295,12/12/2021 0:00,C0131,P137,E137,B11,PAY02295,D02295,2,185.36,0.03,359.6,268.25,91.35,4235,Delivered
O02296,5/2/2022 0:00,C0270,P091,E015,B04,PAY02296,D02296,4,1493.8,0.12,5258.18,4541.56,716.62,1474,Cancelled
O02297,9/23/2023 0:00,C0926,P133,E026,B04,PAY02297,D02297,1,778.14,0.15,661.42,519.65,141.77,3934,Pending
O02298,4/9/2023 0:00,C0063,P192,E110,B11,PAY02298,D02298,5,945.24,0.19,3828.22,2718.82,1109.4,639,Pending
O02299,12/30/2020 0:00,C0651,P160,E013,B03,PAY02299,D02299,5,1283.86,0.13,5584.79,4861.47,723.32,2797,Pending
O02300,7/20/2024 0:00,C0520,P158,E063,B14,PAY02300,D02300,5,480.07,0.14,2064.3,1742.09,322.21,3818,Pending
O02301,3/21/2022 0:00,C0183,P225,E001,B03,PAY02301,D02301,5,681.81,0.09,3102.24,2768.34,333.9,3411,Cancelled
